Transaction Date,Store ID,RewardsID,Prod Num,Sale Amount
1/18/2023,710,,105386-M,25
1/18/2023,711,,105432-S,6.02
1/18/2023,712,,105600-S,9.95
1/18/2023,714,,105522-A,7
1/18/2023,714,,105626-S,6.02
1/18/2023,716,,105483-B,12.12
1/18/2023,717,364,105400-B,76.4
1/18/2023,717,,105564-S,12.12
1/18/2023,717,267,105477-S,7.85
1/18/2023,719,,105297-IT,107.06
1/18/2023,720,,105366-T,213.82
1/18/2023,720,,105532-A,51.96
1/18/2023,721,,105293-IT,113.43
1/18/2023,721,,105431-M,24.28
1/18/2023,722,,105294-IT,108.33
1/18/2023,722,,105437-T,187.25
1/18/2023,722,,105622-T,52.9
1/18/2023,724,,105397-S,5.24
1/18/2023,724,,105589-M,23.44
1/18/2023,725,,105365-T,221.48
1/18/2023,727,,105689-S,10.16
1/18/2023,728,,105397-S,5.24
1/18/2023,728,,105475-M,29.3
1/18/2023,729,,105367-M,52.4
1/18/2023,730,,105315-IT,34.43
1/18/2023,731,,105434-S,2.88
1/18/2023,733,,105310-IT,71.74
1/18/2023,733,,105315-IT,34.43
1/18/2023,734,,105264-IT,379.4
1/18/2023,734,,105752-T,171.9
1/18/2023,734,,105474-A,6
1/18/2023,734,,105585-B,74.28
1/18/2023,735,,105579-B,74.28
1/18/2023,736,241,105322-IT,28.69
1/18/2023,736,489,105253-IT,801.88
1/18/2023,736,,105333-IT,1292
1/18/2023,736,,105263-IT,379.4
1/18/2023,736,,105272-IT,312.7
1/18/2023,736,,105324-IT,1294.3
1/18/2023,736,,105251-IT,827.45
1/18/2023,736,,105317-IT,33.13
1/18/2023,736,,105252-IT,815
1/18/2023,736,,105294-IT,108.33
1/18/2023,736,227,105274-IT,296.6
1/18/2023,736,,105387-A,27.52
1/18/2023,736,,105553-T,134.8
1/18/2023,736,,105787-A,48.96
1/18/2023,736,,105354-T,133.1
1/18/2023,736,,105874-B,24.28
1/18/2023,736,40,105819-B,23.44
1/18/2023,736,,105712-S,6.02
1/18/2023,736,,105493-B,225.45
1/18/2023,736,357,105799-S,55
1/18/2023,736,,105627-S,2.88
1/18/2023,736,463,105636-S,12.32
1/18/2023,736,,105615-B,28.92
1/18/2023,736,,105703-B,17.7
1/18/2023,736,,105565-T,182.25
1/18/2023,736,67,105762-B,58.92
1/18/2023,736,,105496-M,28.92
1/18/2023,736,,105405-M,61.14
1/18/2023,736,,105376-M,44.5
1/18/2023,736,,105349-M,8
1/18/2023,736,,105725-M,23.44
1/18/2023,736,,105747-M,43.3
1/18/2023,736,,105638-M,12.15
1/18/2023,736,,105473-M,12
1/18/2023,736,,105701-M,24.33
1/18/2023,736,,105736-M,20.36
1/18/2023,736,,105771-B,23.44
1/18/2023,736,,105779-S,10.1
1/18/2023,736,,105604-T,122.21
1/18/2023,736,,105503-S,9.45
1/18/2023,736,,105834-A,19.48
1/18/2023,736,,105467-S,6.02
1/18/2023,736,,105784-B,20.36
1/18/2023,736,,105741-B,17.7
1/18/2023,736,,105581-B,12.7
1/18/2023,736,,105831-B,20.36
1/18/2023,736,,105719-B,20.36
1/18/2023,736,,105600-S,9.95
1/18/2023,736,,105786-A,33.1
1/18/2023,737,,105287-IT,126.18
1/18/2023,737,,105809-S,9.95
1/18/2023,737,,105576-S,2.4
1/18/2023,737,,105512-B,28.92
1/18/2023,738,,105542-A,12.3
1/18/2023,738,,105453-T,159.58
1/18/2023,739,,105279-IT,272.24
1/18/2023,739,,105701-M,24.33
1/18/2023,739,,105753-M,63.7
1/18/2023,801,,105601-M,112
1/18/2023,801,,105701-M,24.33
1/18/2023,802,,105470-S,9.45
1/18/2023,802,,105585-B,74.28
1/18/2023,803,,105459-IT,393.21
1/18/2023,804,,105766-T,111.9
1/18/2023,804,,105548-M,6
1/18/2023,805,,105330-IT,1376.44
1/18/2023,806,,105542-A,12.3
1/18/2023,806,,105351-M,44
1/18/2023,807,,105539-IT,30.62
1/18/2023,807,,105309-IT,75.42
1/18/2023,807,,105710-A,9.09
1/18/2023,808,,105306-IT,76.36
1/18/2023,808,380,105661-T,111.9
1/18/2023,809,,105566-A,39.72
1/18/2023,810,,105385-M,27.52
1/18/2023,810,,105372-S,7.85
1/18/2023,811,,105377-A,5
1/18/2023,812,,105321-IT,28.88
1/18/2023,812,,105836-A,57.7
1/18/2023,814,,105441-S,7.85
1/18/2023,814,,105778-A,34.64
1/18/2023,814,,105397-S,5.24
1/18/2023,815,,105328-IT,1250.96
1/18/2023,815,,105676-A,6
1/18/2023,816,,105343-IT,1257.12
1/18/2023,817,,105837-S,12.4
1/18/2023,817,,105473-M,12
1/18/2023,817,,105485-T,205.8
1/18/2023,817,,105800-A,24.33
1/18/2023,817,,105551-T,188.12
1/18/2023,818,,105832-S,14.32
1/18/2023,818,,105618-M,27.61
1/18/2023,819,,105729-A,12.15
1/18/2023,820,319,105350-T,144
1/18/2023,820,,105453-T,159.58
1/18/2023,820,13,105375-S,6.85
1/18/2023,821,,105314-IT,68.88
1/18/2023,822,,105434-S,2.88
1/18/2023,823,,105473-M,12
1/18/2023,824,30,105448-M,6
1/18/2023,826,,105265-IT,375.24
1/18/2023,827,,105688-S,12.12
1/18/2023,827,360,105832-S,14.32
1/18/2023,828,,105790-S,20.36
1/18/2023,828,,105585-B,74.28
1/18/2023,829,,105591-S,9.95
1/18/2023,830,,105551-T,188.12
1/18/2023,832,,105705-S,20.36
1/18/2023,833,,105551-T,188.12
1/18/2023,834,304,105602-S,8.45
1/18/2023,834,,105689-S,10.16
1/18/2023,835,,105853-A,40.55
1/18/2023,835,,105500-S,20.36
1/18/2023,835,,105795-S,6.02
1/18/2023,838,,105598-T,206.16
1/18/2023,838,,105454-M,14
1/18/2023,839,,105852-S,4.24
1/18/2023,839,,105516-M,18
1/18/2023,840,,105496-M,28.92
1/18/2023,840,,105555-M,33.1
1/18/2023,841,,105328-IT,1250.96
1/18/2023,841,442,105622-T,52.9
1/18/2023,841,,105637-M,57.7
1/18/2023,843,428,105257-IT,715
1/18/2023,843,,105302-IT,77.36
1/18/2023,844,,105411-S,20.36
1/18/2023,845,,105470-S,9.45
1/18/2023,845,,105506-B,17.7
1/18/2023,846,,105838-T,110.25
1/18/2023,847,,105298-IT,102.09
1/18/2023,847,,105271-IT,326.28
1/18/2023,847,,105813-A,25
1/18/2023,847,,105828-B,20.36
1/18/2023,848,,105566-A,39.72
1/18/2023,848,,105767-S,12.88
1/18/2023,849,,105799-S,2.4
1/18/2023,849,,105486-S,19.36
1/18/2023,849,456,105792-S,13.13
1/18/2023,850,,105757-T,204.58
1/18/2023,850,,105816-A,12
1/18/2023,851,,105631-A,6
1/18/2023,852,,105333-IT,1292
1/18/2023,853,,105520-S,10.1
1/18/2023,853,,105351-M,44
1/18/2023,865,,105638-M,12.15
1/18/2023,867,,105519-A,44.5
1/18/2023,867,,105690-A,43.3
1/18/2023,867,,105618-M,27.61
1/18/2023,869,,105278-IT,272.24
1/18/2023,870,,105639-M,39.75
1/18/2023,871,218,105428-M,65.5
1/18/2023,872,,105688-S,12.12
1/18/2023,902,,105739-A,6
1/18/2023,903,279,105626-S,6.02
1/18/2023,903,,105636-S,12.32
1/18/2023,904,,105441-S,7.85
1/18/2023,904,,105627-S,2.88
1/18/2023,904,253,105355-B,24.28
1/18/2023,905,,105283-IT,237.28
1/18/2023,905,,105570-M,36.15
1/18/2023,905,,105736-M,20.36
1/18/2023,905,,105358-A,14
1/18/2023,906,,105520-S,10.1
1/18/2023,906,,105547-A,24
1/18/2023,906,,105792-S,13.13
1/18/2023,908,,105659-A,48
1/18/2023,910,,105285-IT,136.12
1/18/2023,911,,105702-T,253.4
1/19/2023,701,,105702-T,253.4
1/19/2023,701,,105497-M,61.14
1/19/2023,701,,105590-T,187.44
1/19/2023,702,,105353-A,20.36
1/19/2023,703,,105411-S,20.36
1/19/2023,703,,105258-IT,701.88
1/19/2023,704,,105786-A,33.1
1/19/2023,705,196,105549-S,4.32
1/19/2023,705,,105763-S,10.1
1/19/2023,705,,105464-M,13
1/19/2023,705,,105558-M,8
1/19/2023,706,,105318-IT,30.62
1/19/2023,707,,105441-S,7.85
1/19/2023,707,,105406-M,57.12
1/19/2023,708,,105312-IT,68.88
1/19/2023,709,,105471-S,7.85
1/19/2023,709,,105252-IT,815
1/19/2023,710,,105522-A,7
1/19/2023,710,,105720-A,4
1/19/2023,710,362,105315-IT,34.43
1/19/2023,714,,105350-T,144
1/19/2023,715,,105650-M,65.5
1/19/2023,715,106,105816-A,12
1/19/2023,717,,105572-B,24.28
1/19/2023,717,,105294-IT,108.33
1/19/2023,718,,105739-A,6
1/19/2023,718,,105552-S,7.85
1/19/2023,719,,105265-IT,375.24
1/19/2023,719,,105491-T,253.4
1/19/2023,719,,105359-B,23.44
1/19/2023,719,,105788-A,57.12
1/19/2023,721,,105755-A,57.7
1/19/2023,721,,105442-A,63.7
1/19/2023,721,263,105500-S,20.36
1/19/2023,724,,105838-T,110.25
1/19/2023,724,,105436-S,4.32
1/19/2023,724,,105446-B,12.7
1/19/2023,726,156,105763-S,10.1
1/19/2023,727,,105546-T,212.32
1/19/2023,728,,105555-M,33.1
1/19/2023,729,,105514-T,263.88
1/19/2023,729,,105439-M,48
1/19/2023,730,,105391-T,205.8
1/19/2023,730,,105399-A,112
1/19/2023,730,,105663-M,52.96
1/19/2023,730,,105575-T,165.5
1/19/2023,731,,105294-IT,108.33
1/19/2023,732,,105475-M,29.3
1/19/2023,732,,105669-M,12
1/19/2023,732,,105686-A,24.33
1/19/2023,733,,105691-M,39.75
1/19/2023,734,,105256-IT,752.82
1/19/2023,734,,105290-IT,114.71
1/19/2023,734,,105627-S,2.88
1/19/2023,734,,105769-B,17.7
1/19/2023,734,,105481-T,74.5
1/19/2023,734,,105739-A,6
1/19/2023,735,,105522-A,7
1/19/2023,735,155,105432-S,6.02
1/19/2023,735,,105600-S,9.95
1/19/2023,736,,105304-IT,76.53
1/19/2023,736,,105279-IT,272.24
1/19/2023,736,,105335-IT,1257.12
1/19/2023,736,,105282-IT,237.28
1/19/2023,736,,105341-IT,1763.7
1/19/2023,736,,105539-IT,30.62
1/19/2023,736,,105274-IT,296.6
1/19/2023,736,,105780-B,25.45
1/19/2023,736,,105427-S,10.16
1/19/2023,736,,105549-S,4.32
1/19/2023,736,,105812-B,25.45
1/19/2023,736,,105856-B,24.2
1/19/2023,736,,105710-A,9.09
1/19/2023,736,309,105707-S,5.24
1/19/2023,736,,105359-B,23.44
1/19/2023,736,,105723-S,6.52
1/19/2023,736,,105794-S,2.4
1/19/2023,736,,105674-T,193.25
1/19/2023,736,131,105486-S,19.36
1/19/2023,736,,105595-S,12.4
1/19/2023,736,,105483-B,12.12
1/19/2023,736,,105495-A,13
1/19/2023,736,,105567-B,26.52
1/19/2023,736,,105691-M,39.75
1/19/2023,736,,105808-M,26.52
1/19/2023,736,,105605-M,24.28
1/19/2023,736,,105367-M,52.4
1/19/2023,736,,105480-M,12
1/19/2023,736,,105727-M,50.96
1/19/2023,736,,105701-M,24.33
1/19/2023,736,,105736-M,20.36
1/19/2023,736,,105663-M,52.96
1/19/2023,736,,105546-T,212.32
1/19/2023,736,,105660-A,47.61
1/19/2023,736,,105829-T,215.77
1/19/2023,736,,105453-T,159.58
1/19/2023,736,,105434-S,2.88
1/19/2023,736,,105509-A,12
1/19/2023,736,,105790-S,20.36
1/19/2023,736,,105758-T,132.3
1/19/2023,736,318,105449-A,24.2
1/19/2023,736,,105855-A,65.5
1/19/2023,736,,105865-B,24.28
1/19/2023,736,,105719-B,20.36
1/19/2023,737,,105418-B,20.36
1/19/2023,739,,105263-IT,379.4
1/19/2023,803,,105334-IT,1275.44
1/19/2023,803,,105546-T,212.32
1/19/2023,805,305,105828-B,20.36
1/19/2023,806,,105754-S,20.36
1/19/2023,806,,105720-A,4
1/19/2023,809,,105708-T,213.82
1/19/2023,810,,105518-M,20.36
1/19/2023,811,,105333-IT,1292
1/19/2023,814,,105261-IT,622.32
1/19/2023,814,,105523-M,12.15
1/19/2023,815,,105662-T,132.3
1/19/2023,816,268,105330-IT,1376.44
1/19/2023,816,,105620-M,24.28
1/19/2023,817,169,105715-A,39.75
1/19/2023,817,,105436-S,4.32
1/19/2023,819,,105586-A,8
1/19/2023,820,,105546-T,212.32
1/19/2023,822,,105768-B,13.13
1/19/2023,823,,105514-T,263.88
1/19/2023,824,,105660-A,47.61
1/19/2023,824,,105648-B,26.4
1/19/2023,825,,105481-T,74.5
1/19/2023,826,,105267-IT,355.92
1/19/2023,826,,105560-M,8
1/19/2023,827,,105636-S,12.32
1/19/2023,827,,105381-M,55
1/19/2023,829,,105360-T,188.2
1/19/2023,830,,105288-IT,119.81
1/19/2023,830,,105607-M,12.3
1/19/2023,830,,105588-S,9.45
1/19/2023,831,,105328-IT,1250.96
1/19/2023,831,,105687-S,9.09
1/19/2023,833,,105794-S,2.4
1/19/2023,833,378,105735-M,44.4
1/19/2023,835,451,105328-IT,1250.96
1/19/2023,835,,105351-M,44
1/19/2023,835,,105361-M,59.58
1/19/2023,836,,105769-B,17.7
1/19/2023,838,,105777-A,61.14
1/19/2023,838,18,105380-M,28.92
1/19/2023,838,,105648-B,26.4
1/19/2023,839,,105608-A,12.15
1/19/2023,840,55,105518-M,20.36
1/19/2023,840,,105624-M,57.12
1/19/2023,840,,105516-M,18
1/19/2023,842,,105432-S,6.02
1/19/2023,843,,105391-T,205.8
1/19/2023,843,,105852-S,4.24
1/19/2023,844,,105323-IT,28.69
1/19/2023,844,,105678-A,12.3
1/19/2023,845,,105251-IT,827.45
1/19/2023,846,,105331-IT,1294.3
1/19/2023,846,,105330-IT,1376.44
1/19/2023,846,,105648-B,26.4
1/19/2023,847,,105365-T,221.48
1/19/2023,848,,105383-M,4
1/19/2023,849,,105653-M,11
1/19/2023,849,,105428-M,65.5
1/19/2023,850,,105560-M,8
1/19/2023,850,,105517-S,7.85
1/19/2023,851,,105648-B,26.4
1/19/2023,852,,105308-IT,75.42
1/19/2023,852,,105631-A,6
1/19/2023,852,,105386-M,25
1/19/2023,852,260,105353-A,20.36
1/19/2023,865,,105280-IT,254.9
1/19/2023,866,,105614-A,20.36
1/19/2023,868,,105679-T,134.8
1/19/2023,868,382,105662-T,132.3
1/19/2023,870,,105655-M,61.14
1/19/2023,870,,105560-M,8
1/19/2023,872,,105514-T,263.88
1/19/2023,901,,105608-A,12.15
1/19/2023,901,,105517-S,7.85
1/19/2023,902,440,105667-M,7
1/19/2023,905,,105312-IT,68.88
1/19/2023,905,,105486-S,19.36
1/19/2023,906,,105752-T,171.9
1/19/2023,908,,105326-IT,1717.7
1/19/2023,909,,105336-IT,1317.7
1/19/2023,909,,105747-M,43.3
1/19/2023,909,,105413-A,57.7
1/19/2023,910,,105352-M,47.61
1/19/2023,911,,105333-IT,1292
1/20/2023,701,503,105627-S,2.88
1/20/2023,701,,105433-M,32.64
1/20/2023,703,,105256-IT,752.82
1/20/2023,704,,105290-IT,114.71
1/20/2023,705,,105449-A,24.2
1/20/2023,705,,105414-S,6.02
1/20/2023,706,,105676-A,6
1/20/2023,706,,105337-IT,1301.88
1/20/2023,707,,105445-T,178.6
1/20/2023,707,,105500-S,20.36
1/20/2023,707,,105250-IT,837.28
1/20/2023,709,359,105596-S,12.88
1/20/2023,709,,105612-B,74.28
1/20/2023,709,,105837-S,12.4
1/20/2023,709,,105599-S,8.36
1/20/2023,710,,105445-T,178.6
1/20/2023,711,,105655-M,61.14
1/20/2023,712,,105555-M,33.1
1/20/2023,713,210,105376-M,44.5
1/20/2023,715,,105445-T,178.6
1/20/2023,715,,105588-S,9.45
1/20/2023,715,,105686-A,24.33
1/20/2023,716,,105384-A,23.44
1/20/2023,716,157,105315-IT,34.43
1/20/2023,717,,105655-M,61.14
1/20/2023,717,,105468-S,17.7
1/20/2023,717,,105259-IT,698.8
1/20/2023,718,,105594-T,144.4
1/20/2023,718,,105738-S,10.1
1/20/2023,718,,105266-IT,367.08
1/20/2023,720,,105677-A,61.14
1/20/2023,721,,105596-S,12.88
1/20/2023,721,,105705-S,20.36
1/20/2023,721,,105531-A,57.7
1/20/2023,724,,105311-IT,69.9
1/20/2023,724,,105271-IT,326.28
1/20/2023,724,,105376-M,44.5
1/20/2023,724,,105356-S,13.13
1/20/2023,726,,105426-M,10.1
1/20/2023,726,,105692-S,10.16
1/20/2023,727,,105551-T,188.12
1/20/2023,728,,105281-IT,238.56
1/20/2023,728,,105261-IT,622.32
1/20/2023,728,,105821-S,2.4
1/20/2023,728,,105836-A,57.7
1/20/2023,728,,105649-A,57.12
1/20/2023,729,,105595-S,12.4
1/20/2023,729,,105628-M,24.28
1/20/2023,730,,105442-A,63.7
1/20/2023,730,,105598-T,206.16
1/20/2023,730,,105509-A,12
1/20/2023,731,,105396-S,17.7
1/20/2023,731,,105838-T,110.25
1/20/2023,731,,105643-A,12
1/20/2023,732,,105565-T,182.25
1/20/2023,732,,105426-M,10.1
1/20/2023,733,,105284-IT,207.85
1/20/2023,733,,105387-A,27.52
1/20/2023,733,,105588-S,9.45
1/20/2023,734,,105322-IT,28.69
1/20/2023,734,,105426-M,10.1
1/20/2023,734,,105579-B,74.28
1/20/2023,735,,105265-IT,375.24
1/20/2023,736,279,105291-IT,114.71
1/20/2023,736,,105256-IT,752.82
1/20/2023,736,,105318-IT,30.62
1/20/2023,736,,105263-IT,379.4
1/20/2023,736,,105311-IT,69.9
1/20/2023,736,,105313-IT,68.88
1/20/2023,736,,105305-IT,76.36
1/20/2023,736,,105294-IT,108.33
1/20/2023,736,,105309-IT,75.42
1/20/2023,736,,105302-IT,77.36
1/20/2023,736,,105278-IT,272.24
1/20/2023,736,,105265-IT,375.24
1/20/2023,736,258,105277-IT,272.24
1/20/2023,736,,105474-A,6
1/20/2023,736,,105659-A,48
1/20/2023,736,,105793-B,19.36
1/20/2023,736,70,105819-B,23.44
1/20/2023,736,,105394-A,50.96
1/20/2023,736,,105666-A,27.61
1/20/2023,736,,105859-B,24.2
1/20/2023,736,,105788-A,57.12
1/20/2023,736,,105486-S,19.36
1/20/2023,736,,105870-B,220.36
1/20/2023,736,,105483-B,12.12
1/20/2023,736,,105594-T,144.4
1/20/2023,736,379,105813-A,25
1/20/2023,736,,105592-M,26.52
1/20/2023,736,,105439-M,48
1/20/2023,736,,105646-M,57.7
1/20/2023,736,,105638-M,12.15
1/20/2023,736,,105624-M,57.12
1/20/2023,736,,105529-M,16.6
1/20/2023,736,,105625-M,51.96
1/20/2023,736,,105661-T,111.9
1/20/2023,736,,105708-T,213.82
1/20/2023,736,,105485-T,205.8
1/20/2023,736,220,105665-T,155
1/20/2023,736,,105588-S,9.45
1/20/2023,736,,105358-A,14
1/20/2023,736,,105704-S,6.02
1/20/2023,736,,105656-S,12.7
1/20/2023,736,,105648-B,26.4
1/20/2023,736,,105717-B,20.36
1/20/2023,736,69,105417-B,25.45
1/20/2023,736,,105658-B,20.36
1/20/2023,736,,105877-B,20.36
1/20/2023,736,,105585-B,74.28
1/20/2023,737,,105260-IT,652.9
1/20/2023,737,,105626-S,6.02
1/20/2023,738,,105688-S,12.12
1/20/2023,739,,105287-IT,126.18
1/20/2023,739,,105627-S,2.88
1/20/2023,739,,105606-M,27.52
1/20/2023,801,,105283-IT,237.28
1/20/2023,801,,105405-M,61.14
1/20/2023,802,,105323-IT,28.69
1/20/2023,803,,105637-M,57.7
1/20/2023,804,,105628-M,24.28
1/20/2023,805,81,105330-IT,1376.44
1/20/2023,806,228,105441-S,7.85
1/20/2023,807,,105411-S,20.36
1/20/2023,808,,105500-S,20.36
1/20/2023,811,,105606-M,27.52
1/20/2023,812,,105539-IT,30.62
1/20/2023,812,,105800-A,24.33
1/20/2023,813,,105332-IT,1250.96
1/20/2023,815,,105823-M,5
1/20/2023,815,,105667-M,7
1/20/2023,816,,105391-T,205.8
1/20/2023,816,,105588-S,9.45
1/20/2023,817,,105256-IT,752.82
1/20/2023,818,,105329-IT,1061.14
1/20/2023,818,438,105340-IT,1291.71
1/20/2023,819,,105259-IT,698.8
1/20/2023,819,,105608-A,12.15
1/20/2023,819,,105834-A,19.48
1/20/2023,820,,105760-S,7.85
1/20/2023,821,,105320-IT,30.16
1/20/2023,821,,105402-S,2.4
1/20/2023,822,,105760-S,7.85
1/20/2023,823,,105337-IT,1301.88
1/20/2023,826,,105251-IT,827.45
1/20/2023,826,,105397-S,5.24
1/20/2023,827,,105290-IT,114.71
1/20/2023,828,,105277-IT,272.24
1/20/2023,828,,105533-M,26.4
1/20/2023,829,,105627-S,2.88
1/20/2023,831,,105587-S,6.02
1/20/2023,831,65,105656-S,12.7
1/20/2023,831,,105591-S,9.95
1/20/2023,831,,105531-A,57.7
1/20/2023,833,,105787-A,48.96
1/20/2023,833,,105635-T,209.24
1/20/2023,833,,105384-A,23.44
1/20/2023,834,,105460-IT,72.5
1/20/2023,834,,105314-IT,68.88
1/20/2023,835,,105302-IT,77.36
1/20/2023,836,,105766-T,111.9
1/20/2023,838,,105317-IT,33.13
1/20/2023,838,,105402-S,2.4
1/20/2023,838,,105587-S,6.02
1/20/2023,839,,105398-A,52.96
1/20/2023,841,,105397-S,5.24
1/20/2023,841,,105648-B,26.4
1/20/2023,842,,105372-S,7.85
1/20/2023,843,,105274-IT,296.6
1/20/2023,843,,105823-M,5
1/20/2023,843,,105480-M,12
1/20/2023,844,,105364-S,17.7
1/20/2023,845,,105725-M,23.44
1/20/2023,846,,105663-M,52.96
1/20/2023,847,,105556-A,39.75
1/20/2023,847,,105442-A,63.7
1/20/2023,847,,105433-M,32.64
1/20/2023,847,,105372-S,7.85
1/20/2023,849,,105260-IT,652.9
1/20/2023,850,426,105409-A,36.15
1/20/2023,851,,105408-S,4.32
1/20/2023,851,,105758-T,132.3
1/20/2023,852,482,105720-A,4
1/20/2023,853,,105285-IT,136.12
1/20/2023,853,,105537-B,24.28
1/20/2023,865,,105536-M,40.55
1/20/2023,866,,105624-M,57.12
1/20/2023,866,,105648-B,26.4
1/20/2023,867,,105729-A,12.15
1/20/2023,867,,105738-S,10.1
1/20/2023,868,,105547-A,24
1/20/2023,869,,105310-IT,71.74
1/20/2023,869,,105383-M,4
1/20/2023,870,,105258-IT,701.88
1/20/2023,870,,105364-S,17.7
1/20/2023,870,480,105662-T,132.3
1/20/2023,871,,105631-A,6
1/20/2023,872,,105768-B,13.13
1/20/2023,901,,105394-A,50.96
1/20/2023,901,,105601-M,112
1/20/2023,901,,105512-B,28.92
1/20/2023,902,,105495-A,13
1/20/2023,903,121,105669-M,12
1/20/2023,903,,105561-S,20.36
1/20/2023,904,,105542-A,12.3
1/20/2023,906,405,105325-IT,1717.7
1/20/2023,906,,105301-IT,77.81
1/20/2023,906,,105648-B,26.4
1/20/2023,908,,105320-IT,30.16
1/20/2023,908,,105626-S,6.02
1/20/2023,909,,105270-IT,336.48
1/20/2023,911,,105248-IT,883.48
1/21/2023,701,,105487-S,9.95
1/21/2023,701,,105653-M,11
1/21/2023,701,,105585-B,74.28
1/21/2023,702,,105702-T,253.4
1/21/2023,702,,105700-IT,131.07
1/21/2023,703,,105392-T,187.25
1/21/2023,703,421,105649-A,57.12
1/21/2023,703,515,105299-IT,101.96
1/21/2023,705,,105694-S,7.85
1/21/2023,705,449,105777-A,61.14
1/21/2023,706,271,105475-M,29.3
1/21/2023,706,,105329-IT,1061.14
1/21/2023,706,,105250-IT,837.28
1/21/2023,707,,105506-B,17.7
1/21/2023,708,,105605-M,24.28
1/21/2023,709,,105723-S,6.52
1/21/2023,709,,105598-T,206.16
1/21/2023,709,,105380-M,28.92
1/21/2023,709,,105656-S,12.7
1/21/2023,709,,105462-IT,109.22
1/21/2023,710,,105799-S,2.4
1/21/2023,712,,105561-S,20.36
1/21/2023,713,,105475-M,29.3
1/21/2023,716,472,105443-M,9.09
1/21/2023,716,,105436-S,4.32
1/21/2023,717,,105339-IT,1161.14
1/21/2023,718,,105618-M,27.61
1/21/2023,719,,105631-A,6
1/21/2023,719,445,105579-B,74.28
1/21/2023,721,,105774-M,12.12
1/21/2023,722,,105261-IT,622.32
1/21/2023,722,,105274-IT,296.6
1/21/2023,723,,105524-M,44
1/21/2023,723,,105485-T,205.8
1/21/2023,724,,105387-A,27.52
1/21/2023,724,,105707-S,5.24
1/21/2023,724,,105617-M,57.7
1/21/2023,724,,105628-M,24.28
1/21/2023,726,,105315-IT,34.43
1/21/2023,727,,105332-IT,1250.96
1/21/2023,727,,105352-M,47.61
1/21/2023,730,,105286-IT,126.18
1/21/2023,730,242,105307-IT,75.88
1/21/2023,731,,105551-T,188.12
1/21/2023,732,,105526-S,19.36
1/21/2023,732,,105714-T,152.4
1/21/2023,732,,105509-A,12
1/21/2023,733,,105778-A,34.64
1/21/2023,733,,105469-M,14.6
1/21/2023,734,,105514-T,263.88
1/21/2023,735,,105292-IT,113.82
1/21/2023,735,,105631-A,6
1/21/2023,735,,105639-M,39.75
1/21/2023,736,,105253-IT,801.88
1/21/2023,736,,105342-IT,961.14
1/21/2023,736,,105297-IT,107.06
1/21/2023,736,,105340-IT,1291.71
1/21/2023,736,131,105319-IT,30.16
1/21/2023,736,,105488-T,164.2
1/21/2023,736,,105388-B,49.36
1/21/2023,736,,105883-B,53.44
1/21/2023,736,,105465-A,23.44
1/21/2023,736,,105780-B,25.45
1/21/2023,736,,105630-B,40.36
1/21/2023,736,,105438-A,28.92
1/21/2023,736,,105614-A,20.36
1/21/2023,736,153,105819-B,23.44
1/21/2023,736,,105778-A,34.64
1/21/2023,736,,105635-T,209.24
1/21/2023,736,,105396-S,17.7
1/21/2023,736,,105788-A,57.12
1/21/2023,736,517,105729-A,12.15
1/21/2023,736,,105486-S,19.36
1/21/2023,736,,105400-B,76.4
1/21/2023,736,,105838-T,110.25
1/21/2023,736,,105813-A,25
1/21/2023,736,,105837-S,12.4
1/21/2023,736,,105351-M,44
1/21/2023,736,,105774-M,12.12
1/21/2023,736,,105560-M,8
1/21/2023,736,,105607-M,12.3
1/21/2023,736,,105617-M,57.7
1/21/2023,736,,105753-M,63.7
1/21/2023,736,,105663-M,52.96
1/21/2023,736,,105485-T,205.8
1/21/2023,736,56,105867-B,20.36
1/21/2023,736,,105408-S,4.32
1/21/2023,736,,105449-A,24.2
1/21/2023,736,,105795-S,6.02
1/21/2023,736,,105415-A,61.14
1/21/2023,736,,105583-B,24.2
1/21/2023,736,,105664-A,12.12
1/21/2023,737,,105398-A,52.96
1/21/2023,737,,105628-M,24.28
1/21/2023,737,,105708-T,213.82
1/21/2023,739,,105531-A,57.7
1/21/2023,801,,105358-A,14
1/21/2023,801,,105828-B,20.36
1/21/2023,802,,105328-IT,1250.96
1/21/2023,802,,105356-S,13.13
1/21/2023,803,101,105482-T,241.4
1/21/2023,804,,105356-S,13.13
1/21/2023,805,,105336-IT,1317.7
1/21/2023,805,,105591-S,9.95
1/21/2023,806,,105391-T,205.8
1/21/2023,806,,105832-S,14.32
1/21/2023,807,,105263-IT,379.4
1/21/2023,810,,105798-B,15.24
1/21/2023,811,,105285-IT,136.12
1/21/2023,811,,105451-S,6.52
1/21/2023,812,,105283-IT,237.28
1/21/2023,812,,105286-IT,126.18
1/21/2023,812,,105793-B,19.36
1/21/2023,813,,105751-M,26.52
1/21/2023,813,,105558-M,8
1/21/2023,814,,105447-M,50.96
1/21/2023,816,,105335-IT,1257.12
1/21/2023,816,,105641-A,26.52
1/21/2023,817,,105672-B,26.52
1/21/2023,817,,105661-T,111.9
1/21/2023,817,462,105836-A,57.7
1/21/2023,818,,105713-S,12.4
1/21/2023,819,,105663-M,52.96
1/21/2023,821,270,105337-IT,1301.88
1/21/2023,821,,105396-S,17.7
1/21/2023,821,,105431-M,24.28
1/21/2023,821,,105470-S,9.45
